UPS,AAPL,PFE,CRM,CVS,GOOG,KO,FB,IBM,AMZN
2,80,0,8,0,25,36,39,9,68
0,57,0,8,0,18,22,28,3,53
2,67,1,7,0,17,15,13,0,40
1,45,0,9,0,14,16,17,2,47
2,57,0,3,0,10,19,29,4,43
2,48,0,6,0,21,30,17,2,37
0,60,1,11,0,19,26,29,0,60
7,57,0,11,0,12,24,32,2,43
3,61,0,6,0,13,22,39,3,45
3,49,0,6,0,18,31,28,1,68
2,54,1,13,0,12,36,18,3,71
3,59,2,8,0,13,17,17,1,82
3,73,4,11,0,23,29,39,4,54
1,70,3,7,1,20,40,25,4,54
2,63,2,3,0,18,49,12,1,51
5,90,1,4,0,24,45,31,3,57
6,75,0,9,0,21,30,22,2,65
2,58,2,9,0,25,6,25,4,60
2,60,2,11,0,19,34,18,3,42
2,57,1,11,1,20,29,27,2,77
1,65,1,3,0,17,47,26,1,59
1,71,0,8,0,17,20,25,4,41
2,68,0,6,0,18,9,27,5,41
3,57,0,11,0,26,17,18,3,54
1,104,3,12,0,24,44,37,5,55
1,75,2,22,0,17,19,41,4,67
0,78,0,5,0,15,27,34,2,45
7,403,0,7,0,18,8,39,0,46
5,320,0,10,0,24,15,46,4,57
8,186,1,7,0,63,50,34,3,48
7,137,0,13,0,21,21,33,3,53
6,103,0,8,0,16,12,32,2,31
0,638,1,8,0,64,23,37,2,46
4,1147,3,17,0,19,11,31,1,45
1,780,1,8,0,25,9,44,1,46
1,252,2,15,0,28,15,60,1,55
2,211,0,8,0,26,6,71,2,59
2,161,1,14,0,18,18,53,6,59
4,127,1,11,0,18,26,55,13,56
3,150,1,6,0,10,16,53,8,70
6,186,1,12,0,29,5,51,9,55
6,181,0,13,0,24,15,51,7,52
2,186,0,7,0,26,21,67,10,82
3,130,1,8,1,13,27,57,1,78
3,157,0,9,1,29,20,54,4,74
3,116,0,6,0,35,19,59,3,72
2,103,3,15,0,29,43,44,6,56
3,94,1,10,0,23,85,50,5,81
3,97,1,8,0,32,55,54,5,89
3,97,0,26,0,33,9,52,8,72
2,93,1,21,0,26,10,44,2,69
3,220,0,27,0,28,17,58,5,49
3,179,0,14,0,28,50,37,8,60
3,113,1,16,0,49,92,32,2,56
2,104,3,18,0,25,21,32,3,56
3,106,0,8,0,18,20,48,6,87
5,179,0,9,2,26,12,26,5,81
3,101,1,5,1,25,18,28,8,59
1,106,0,6,0,34,21,25,1,58
3,112,0,6,0,60,37,35,3,55
1,110,7,4,0,26,20,22,11,59
0,122,1,10,0,31,13,29,11,69
2,131,1,14,2,36,10,27,8,64
3,104,6,8,1,24,14,22,4,75
5,74,2,8,0,20,6,18,6,90
1,509,4,19,0,35,11,21,3,56
0,236,4,16,0,19,14,36,5,79
6,156,3,13,0,22,14,27,3,54
4,155,5,16,0,13,23,25,2,66
4,114,2,8,0,17,11,42,3,50
3,100,0,6,0,21,13,77,2,87
6,115,2,12,0,18,8,28,2,93
4,106,1,16,0,21,8,23,13,104
2,93,1,10,0,16,4,23,8,55
3,125,1,10,0,12,30,18,11,59
4,108,1,18,0,14,18,24,5,77
3,91,2,13,0,53,8,14,4,57
10,76,4,22,0,12,12,25,2,53
2,75,1,14,0,12,19,37,1,74
4,89,1,14,0,18,4,23,5,65
3,74,4,6,1,17,11,33,5,61
10,86,2,18,0,20,10,25,3,55
1,72,2,9,0,11,11,28,2,59
4,78,1,11,0,15,30,23,2,48
5,74,2,5,0,33,10,37,1,50
1,121,1,17,1,16,7,23,2,47
2,91,1,18,1,12,11,15,4,60
0,81,5,13,0,29,24,19,5,64
3,57,5,11,3,21,13,29,12,56
3,85,1,10,1,21,19,15,5,67
3,64,0,8,0,25,25,33,7,71
3,66,0,4,0,27,13,14,1,64
1,69,2,9,1,18,10,25,3,67
1,61,1,3,0,23,10,33,3,63
4,75,0,4,0,17,10,14,2,72
1,71,0,2,0,56,16,35,4,86
5,90,5,6,0,22,5,27,4,101
0,59,5,12,0,19,13,22,2,83
2,43,4,6,2,19,11,20,0,64
8,45,0,6,0,18,2,8,2,70
2,65,1,10,1,31,17,17,2,68
3,56,2,4,0,35,19,18,2,68
1,73,1,9,1,20,6,25,2,52
9,49,0,7,6,10,14,17,3,56
4,47,0,9,0,18,10,23,3,58
4,62,2,6,1,16,23,16,2,64
5,85,0,8,0,19,8,25,1,76
4,79,0,9,1,22,10,17,4,67
2,70,4,6,0,31,9,19,2,69
6,73,0,13,0,23,23,16,1,51
5,51,0,10,1,13,8,24,1,63
6,39,0,9,0,11,72,16,0,61
6,295,1,7,0,17,115,44,5,58
3,422,0,3,0,22,197,35,0,61
9,432,0,6,0,18,101,13,2,42
4,423,0,5,0,17,27,18,2,49
3,399,0,4,1,9,21,27,2,42
4,48,0,6,0,10,19,217,18,37
4,36,0,2,0,40,18,61,5,41
3,45,2,2,0,17,24,32,3,59
6,78,6,7,0,55,38,20,3,50
6,51,1,7,0,12,34,29,5,45
5,43,1,10,0,47,37,19,9,58
4,48,0,10,0,21,31,16,7,55
2,36,2,4,0,25,29,15,12,52
5,51,0,11,0,11,7,14,8,47
5,36,2,2,0,21,17,24,13,51
5,53,4,10,0,27,152,18,9,40
6,53,2,3,1,12,40,23,8,59
0,43,1,3,2,6,30,11,15,55
3,41,0,7,0,26,32,20,10,52
4,41,2,5,1,7,32,20,14,70
2,63,4,8,0,13,16,18,12,65
5,44,1,7,1,8,15,16,12,61
3,69,0,8,1,32,16,8,11,44
4,49,0,6,1,15,17,10,8,77
2,32,1,4,0,13,17,14,9,62
3,49,0,6,1,18,16,14,8,44
1,50,0,7,0,15,17,12,6,57
5,56,0,4,0,14,17,12,10,39
1,64,0,3,0,11,5,30,9,34
6,68,0,9,0,11,13,27,10,47
0,38,0,9,0,17,25,13,9,26
3,53,0,40,0,6,15,13,8,33
4,52,0,22,1,25,49,12,6,39
1,50,1,14,0,27,23,18,12,52
1,62,0,11,0,12,16,22,8,41
1,56,0,13,2,13,29,5,10,55
4,61,0,8,0,25,10,11,16,73
5,53,0,20,0,14,21,11,12,51
3,48,0,9,0,13,13,10,13,37
2,48,0,10,0,7,9,11,15,35
3,46,1,13,0,13,8,8,8,46
3,44,0,10,0,14,8,7,10,39
3,113,0,17,0,15,17,14,14,38
1,73,0,9,0,7,22,8,12,40
7,135,2,5,1,10,16,19,12,65
2,36,0,12,0,21,12,9,12,59
5,48,0,3,0,11,12,14,8,41
1,37,1,3,0,25,10,17,7,42
3,38,0,4,0,33,12,14,8,44
4,37,0,10,2,8,6,11,10,56
2,30,0,6,0,9,16,8,8,54
4,39,0,7,0,5,12,9,9,41
3,35,1,4,0,11,12,10,8,32
0,36,0,7,0,7,12,5,7,49
4,27,1,6,0,12,8,7,8,65
4,55,1,3,0,3,13,12,8,53
5,53,0,3,1,16,31,6,9,39
3,112,0,3,1,10,13,3,9,47
3,38,0,3,0,3,17,17,7,43
2,37,0,2,0,17,6,8,10,43
3,57,1,2,1,14,10,11,8,60
3,48,0,7,0,14,12,12,9,50
2,43,2,3,0,11,13,27,8,37
5,52,0,7,2,6,7,7,9,40
2,34,1,3,2,16,9,9,8,37
2,45,0,4,0,10,8,15,8,32
2,45,2,0,2,12,6,11,7,33
2,28,0,1,0,16,4,4,8,64
4,42,1,4,0,25,11,8,7,67
3,28,1,4,1,10,10,10,10,43
2,29,2,5,0,15,12,6,9,59
2,43,0,2,0,12,6,13,6,44
2,36,0,1,0,18,8,4,8,27
1,42,1,0,0,18,11,16,7,35
1,32,0,0,0,8,15,12,7,47
3,45,0,3,0,11,15,8,8,41
2,46,1,2,0,14,19,11,7,36
2,52,0,1,0,10,39,2,7,38
0,28,1,3,0,20,16,11,7,28
4,29,0,8,0,14,7,13,8,47
4,38,0,2,0,12,5,15,8,45
4,25,0,2,0,17,4,14,12,29
1,28,0,5,0,7,7,4,7,16
1,25,0,4,0,7,4,5,7,24
1,20,0,4,0,48,3,8,8,38
3,26,0,1,0,11,4,10,7,21
3,32,0,2,0,73,6,6,8,28
0,26,0,2,0,115,4,5,10,28
2,13,0,1,0,110,2,5,7,36
0,14,0,0,1,105,5,5,8,23
2,17,0,1,0,36,4,10,8,21
2,27,1,3,0,86,7,9,0,22
2,23,0,2,0,86,3,2,17,21
0,29,0,1,0,109,4,3,8,39
0,30,2,1,0,76,3,8,7,29
5,30,0,1,0,77,4,4,10,44
0,39,0,3,0,80,11,4,7,50
0,21,0,0,0,64,7,4,9,36
4,17,0,0,0,115,6,8,6,19
2,18,0,1,0,152,7,7,7,21
0,21,1,0,0,174,6,8,8,21
0,10,1,0,0,154,3,3,7,18
0,12,0,1,2,199,3,7,7,19
0,9,0,1,0,123,3,1,7,14
0,28,0,3,0,204,8,11,9,12
0,21,0,1,0,88,1,7,9,27
0,12,0,1,9,27,4,9,10,18
0,39,0,3,4,8,4,10,14,21
0,25,0,0,1,5,4,7,8,21
2,5,0,2,0,11,1,7,6,14
0,24,0,4,0,12,4,7,7,20
1,15,1,0,1,18,6,8,7,21
2,21,0,0,0,13,3,9,7,16
1,40,1,0,2,3,4,4,0,18
1,24,1,3,0,6,4,6,8,17
1,23,0,0,0,10,2,8,7,10
0,28,0,0,2,20,6,16,10,18
2,30,2,1,2,14,5,7,10,20
1,17,1,0,1,18,11,13,11,35
3,36,0,3,1,15,5,10,7,29
3,16,0,1,0,13,4,9,7,20
6,21,0,3,0,16,6,12,8,29
0,21,0,1,0,4,6,7,6,28
2,27,0,1,0,43,10,11,10,13
5,11,1,2,0,9,5,8,9,21
6,21,0,1,0,6,8,7,6,17
6,18,0,1,1,8,12,8,8,67
3,8,1,1,1,4,8,3,8,23
1,19,0,0,0,6,8,7,10,33
1,13,0,1,0,5,10,8,6,34
0,20,1,1,0,18,6,5,7,21
1,11,0,2,1,10,11,4,6,15
2,16,0,1,0,2,3,5,10,21
2,20,0,3,1,5,2,12,11,19
9,19,0,1,0,5,7,7,11,22
2,26,1,1,0,11,4,8,10,17
1,16,0,1,1,12,4,6,8,18
4,9,0,1,0,7,6,9,7,20
4,26,0,0,0,8,8,7,9,21
2,17,1,1,0,12,33,2,7,28
7,22,0,0,0,18,17,9,8,35
3,11,0,0,0,10,17,12,7,34
1,30,0,1,0,14,6,7,7,32
4,16,0,2,0,8,18,6,7,38
3,18,1,0,0,10,19,8,7,26
5,26,2,0,0,11,51,9,9,24
4,10,0,0,0,12,20,74,8,27
5,15,1,0,1,46,22,5,7,22
1,21,1,0,0,8,8,9,6,21
5,37,0,0,0,6,18,34,8,28
6,33,0,3,0,6,13,16,7,21
2,16,1,0,0,13,10,18,8,22
4,15,0,1,0,13,0,9,11,14
4,21,0,0,0,7,13,5,7,17
4,33,0,0,0,8,12,16,10,19
5,29,0,1,0,8,5,11,14,29
3,18,0,1,0,7,13,13,11,20
2,22,0,1,0,8,9,7,15,28
5,18,0,1,0,8,3,10,8,25
2,21,0,0,1,14,6,7,14,19
4,23,0,0,0,5,4,4,7,21
2,14,0,4,0,9,4,9,6,25
3,15,0,1,0,6,8,4,7,36
4,12,0,2,0,49,5,8,8,19
5,26,0,6,0,12,2,6,9,34
2,15,0,5,1,8,6,9,7,50
7,13,3,6,0,15,10,10,9,39
2,29,1,7,0,14,10,1,3,47
3,21,0,3,0,2,13,5,2,55
2,19,0,4,0,11,4,3,3,42
4,28,0,2,1,8,7,10,2,37
2,28,0,2,0,7,6,13,1,47
4,10,1,3,0,7,7,6,1,48
1,27,0,2,1,5,9,9,1,37
0,16,0,3,0,3,5,6,1,26
1,17,0,6,0,14,4,7,1,40
3,34,0,1,0,52,5,7,5,39
1,50,4,1,0,6,11,7,0,45
1,21,0,1,0,9,6,4,0,50
1,42,1,9,0,15,7,5,3,56
5,34,2,10,0,12,5,6,1,39
3,24,0,10,0,17,2,14,1,29
3,29,1,14,0,8,3,10,3,34
2,34,1,5,1,19,1,8,1,12
4,29,0,6,0,19,5,9,4,37
1,28,0,4,1,21,4,7,1,30
2,43,0,0,0,8,4,7,2,28
2,23,0,4,2,19,8,12,0,30
1,50,0,1,0,14,7,14,1,34
3,61,0,2,0,11,8,9,1,31
0,23,0,6,0,8,22,7,2,45
3,30,0,2,0,32,7,6,5,26
1,59,1,6,1,14,4,16,6,36
2,14,0,3,0,7,6,20,0,49
4,43,0,1,0,24,7,22,1,58
2,40,1,1,0,12,5,14,2,48
1,34,1,3,0,5,7,8,0,41
3,21,0,3,0,20,12,19,0,62
0,25,0,1,0,15,15,8,3,44
2,21,0,4,0,12,4,9,1,46
5,32,0,4,0,20,11,19,0,48
1,49,2,4,1,19,9,10,0,39
1,27,2,1,0,8,7,13,1,43
0,24,3,5,0,5,10,13,1,40
3,34,0,5,0,12,11,12,3,49
2,40,0,1,0,15,5,6,0,60
2,36,0,4,0,18,10,9,2,56
2,24,0,4,2,53,18,8,4,49
0,35,0,2,0,6,9,8,1,50
6,40,0,4,0,17,7,7,0,70
4,31,0,2,1,16,11,8,0,58
4,31,1,3,0,43,18,7,4,62
1,64,0,4,0,16,6,5,7,69
4,31,0,3,0,15,7,20,5,50
2,53,0,10,0,24,12,11,0,49
3,33,0,2,0,23,7,16,1,69
2,20,0,5,0,14,6,13,2,58
8,27,0,5,0,19,8,13,3,45
2,62,0,3,0,13,10,16,5,66
1,34,0,3,0,8,11,13,3,57
1,25,1,0,0,14,5,14,3,49
4,48,1,1,0,20,6,7,7,44
3,41,0,0,0,11,16,13,3,52
4,30,1,2,0,25,18,35,1,46
2,92,0,3,0,27,22,13,4,61
3,43,0,3,1,18,29,14,4,68
0,31,1,2,0,23,17,21,3,49
3,42,0,3,1,32,9,19,2,66
2,30,0,4,0,20,12,7,2,96
5,48,0,6,0,17,9,19,3,72
2,64,1,5,1,15,14,26,4,81
1,81,1,0,0,8,8,36,1,64
1,52,0,1,0,12,17,21,0,65
2,80,0,3,0,12,6,22,4,86
1,57,0,4,0,11,6,16,11,79
0,59,0,4,0,11,11,13,9,64
3,159,1,5,0,18,27,10,9,54
3,363,1,4,0,46,19,11,5,136
1,110,4,3,2,11,43,12,2,147
2,86,0,11,3,10,35,12,4,133
2,69,0,3,10,20,36,7,5,83
3,81,0,13,7,9,29,20,9,117
1,83,1,37,1,15,31,30,2,91
3,43,0,13,4,10,32,13,5,74
1,61,0,13,1,10,28,5,6,63
3,65,0,12,0,29,31,13,1,73
3,49,0,20,0,21,28,10,1,79
0,76,2,19,0,15,27,34,2,57
1,46,1,14,1,11,32,56,3,93
1,63,5,9,1,22,14,40,4,65
1,38,1,10,2,51,10,33,3,52
0,67,0,14,0,12,8,30,2,59
0,50,1,13,0,11,11,17,0,62
2,66,1,10,0,5,19,14,1,50
4,30,2,5,0,6,24,22,7,52
1,46,2,7,0,7,9,15,4,54
0,44,0,10,0,6,9,9,7,54
0,57,0,7,0,6,9,12,2,61
1,41,0,7,1,15,8,9,3,82
1,72,0,6,0,6,14,13,1,53
1,46,0,7,0,16,12,28,2,82
1,57,0,5,0,12,18,17,12,81
2,63,1,7,2,12,14,21,5,80
0,60,0,7,0,4,19,17,1,50
0,41,2,5,0,13,15,15,2,63
2,42,0,6,0,7,8,19,2,48
0,43,0,4,0,47,19,7,0,53
0,66,0,13,2,11,13,12,2,73
0,70,0,5,0,12,7,18,0,92
3,48,1,10,0,12,10,23,9,58
2,36,1,6,0,15,4,14,10,65
1,34,1,3,0,12,10,19,3,67
0,47,0,5,1,22,4,16,12,75
0,48,0,1,0,7,6,12,4,59
0,46,1,2,0,5,15,17,2,45
1,29,0,7,0,8,64,11,1,34
0,39,0,6,0,5,11,12,3,49
1,33,0,2,0,8,15,12,4,51
3,26,0,2,0,7,19,12,2,51
0,32,1,6,0,35,27,24,4,73
1,13,1,5,0,3,23,9,1,58
1,38,0,6,0,16,22,7,3,63
3,31,0,9,0,7,16,6,1,58
0,22,0,16,0,15,14,6,1,51
1,29,0,9,0,24,37,7,1,39
0,24,0,5,0,18,65,9,0,46
2,23,0,6,0,15,60,8,3,64
1,54,0,5,1,28,13,14,2,85
1,29,0,5,0,11,14,10,1,68
2,19,0,8,0,13,11,10,2,56
0,40,0,8,0,3,20,18,1,83
1,24,0,3,4,8,16,14,2,85
4,44,0,2,1,45,15,9,4,67
5,47,0,3,5,14,7,6,3,46
1,50,0,1,0,4,11,6,2,55
2,35,1,5,0,10,7,46,0,71
2,20,0,1,1,8,12,8,3,65
2,37,0,4,1,8,19,24,2,50
0,28,0,8,0,9,11,14,2,37
2,22,0,17,0,10,7,9,4,53
0,32,0,0,1,5,21,19,0,61
1,26,0,6,1,6,16,12,2,61
3,46,1,1,2,14,17,12,2,51
0,60,0,6,0,17,21,12,2,78
1,73,0,4,0,27,20,14,1,60
0,355,0,3,0,16,19,8,3,73
0,149,1,5,0,19,24,16,0,66
2,89,0,7,2,15,22,12,4,64
2,75,0,7,0,13,10,17,0,70
2,57,0,1,2,17,16,12,2,50
0,66,0,2,0,8,7,14,2,58
4,60,0,0,0,6,9,15,0,54
4,65,0,1,0,13,15,7,3,53
2,47,0,3,0,20,9,7,4,56
0,36,0,2,1,10,9,8,1,64
1,47,0,0,0,8,12,18,2,65
0,31,0,4,0,7,10,9,2,46
2,38,0,6,0,13,10,12,0,69
0,43,0,2,0,20,15,8,0,68
0,63,0,4,1,22,12,19,0,72
1,43,0,3,1,18,8,10,1,65
0,31,0,2,1,13,9,15,0,74
2,35,0,3,0,49,7,12,2,58
2,78,0,4,0,10,5,10,1,62
1,42,0,1,2,9,9,9,3,41
0,39,1,6,0,9,7,14,0,39
0,44,0,2,1,6,8,13,0,57
0,50,0,3,0,13,3,16,0,41
0,56,0,3,0,14,6,16,1,35
0,35,0,2,0,43,2,18,0,48
2,42,0,4,0,11,4,14,2,41
0,49,0,2,0,5,6,20,1,40
1,56,1,3,0,24,7,23,4,50
0,41,0,4,0,14,4,13,1,49
1,39,0,4,0,7,6,13,0,59
0,42,1,4,0,15,6,11,1,51
0,25,0,5,0,4,7,7,1,44
1,32,0,6,0,8,8,13,0,51
0,37,0,8,1,9,12,15,0,43
0,38,0,5,1,8,7,9,1,48
0,17,0,7,1,6,8,5,0,61
0,28,0,5,1,12,4,8,0,44
1,35,1,2,0,6,2,9,0,34
0,26,0,6,0,12,1,8,0,33
0,46,0,3,0,10,4,6,0,48
0,45,0,2,0,9,4,9,1,34
0,35,0,3,0,8,9,9,1,36
0,17,0,3,1,20,5,11,0,33
1,21,0,2,2,2,4,13,0,46
0,20,0,3,2,5,3,7,0,35
1,25,0,4,0,11,3,10,1,33
0,40,0,3,1,4,5,5,0,47
0,36,0,4,0,8,2,6,0,46
0,24,0,4,0,7,5,5,1,30
0,28,0,4,0,8,3,4,0,19
0,22,1,1,0,2,3,5,1,25
1,26,0,1,0,6,4,6,0,28
0,28,0,2,0,4,4,9,0,47
0,25,0,2,0,12,3,4,0,40
1,22,0,5,2,16,2,7,0,33
1,45,1,5,0,8,18,2,0,36
2,35,0,1,0,8,17,8,0,33
0,42,0,3,0,3,5,6,2,21
0,25,0,2,0,7,3,10,2,19
1,46,0,2,1,5,4,5,0,42
0,27,0,5,1,5,5,6,1,43
0,17,0,3,0,4,2,8,2,60
0,27,0,2,0,9,7,3,0,40
0,18,0,2,0,37,4,7,0,37
0,44,0,2,0,10,5,5,0,38
0,50,0,2,0,13,6,13,0,33
0,34,0,1,0,7,8,8,0,25
1,28,0,2,0,1,4,10,3,25
0,24,0,5,0,7,3,3,3,35
0,26,0,0,0,44,6,6,2,23
0,29,0,4,0,5,4,6,0,24
0,30,0,1,0,3,6,6,0,44
0,23,0,3,1,11,5,6,0,41
0,19,0,11,1,4,5,3,2,26
2,27,2,2,0,3,3,10,0,32
1,30,0,2,0,5,4,11,0,15
0,26,0,5,0,7,5,7,1,25
2,37,0,0,0,9,11,11,0,37
0,19,0,3,0,3,8,16,1,22
0,22,0,5,2,7,0,3,0,29
0,18,0,1,0,5,2,3,1,30
1,27,0,2,0,15,12,2,0,25
0,17,0,3,0,6,5,11,0,15
0,18,0,0,0,3,5,6,0,15
0,31,2,2,0,1,12,11,0,23
0,27,0,1,1,7,18,4,0,12
0,16,0,3,1,5,9,7,0,12
0,30,0,4,0,10,1,10,1,18
0,19,0,3,0,5,16,8,2,18
1,14,0,0,0,2,3,3,2,14
0,18,0,0,0,8,5,6,0,28
1,27,0,0,0,4,2,2,1,32
0,27,0,4,1,3,6,5,0,24
1,12,0,2,0,4,1,2,0,14
0,12,0,1,0,9,3,7,2,6
1,14,0,1,1,3,4,6,1,29
0,6,0,2,1,12,4,5,0,26
0,13,0,1,0,42,5,2,0,27
0,15,0,1,0,3,0,6,1,20
0,22,0,0,0,4,5,11,1,36
0,32,2,2,1,9,1,7,0,35
0,20,0,1,0,9,2,11,1,36
0,17,0,2,0,8,6,20,1,29
0,25,0,1,0,2,0,6,0,23
0,19,0,1,0,5,11,9,1,25
0,11,0,3,1,13,4,2,1,47
0,20,0,1,0,11,1,3,2,52
1,13,0,2,0,5,3,4,0,53
0,22,0,1,0,4,4,4,1,36
0,21,0,3,0,1,2,3,0,36
0,8,0,1,0,6,8,14,0,20
0,19,0,2,0,7,8,5,0,39
0,13,0,0,0,6,6,7,1,17
3,17,0,1,0,5,4,6,0,24
1,17,0,0,0,4,9,6,0,24
1,22,0,2,0,8,21,9,0,24
1,40,0,0,1,8,6,6,2,36
0,25,0,2,1,5,1,7,1,17
0,19,1,1,0,4,14,4,1,27
0,28,0,0,0,1,8,5,0,23
0,25,2,1,0,3,5,4,1,24
0,12,2,0,0,9,1,3,0,17
1,30,0,2,1,5,5,1,0,28
1,21,1,4,0,4,10,7,3,28
0,19,0,3,1,8,7,5,1,17
0,17,1,2,0,53,4,2,1,27
1,26,0,1,0,6,4,5,1,37
0,27,0,2,1,11,13,5,1,41
0,24,0,1,0,6,26,6,0,38
0,15,0,0,0,4,20,3,2,20
0,18,0,0,0,6,11,6,2,16
1,10,0,0,0,0,9,5,1,23
0,10,0,1,0,4,9,5,0,24
2,26,0,1,0,4,4,3,0,24
0,18,0,0,0,6,12,6,0,26
3,19,1,0,0,4,4,3,1,23
1,15,0,2,0,1,48,7,1,32
0,11,0,1,0,3,1,13,0,21
0,19,0,0,0,8,5,3,0,25
180,10,0,1,0,5,4,9,0,24
200,18,0,1,1,6,2,4,0,27
199,13,0,0,0,43,3,6,1,21
171,12,0,2,0,5,2,8,2,33
145,9,0,0,1,2,3,4,0,17
57,28,0,0,0,5,8,4,0,28
17,14,0,0,0,11,3,4,0,38
0,19,0,0,0,6,10,6,0,42
0,31,0,6,0,9,3,9,2,27
0,11,0,3,0,9,10,9,0,25
1,18,0,1,0,3,3,8,3,22
0,11,0,1,0,4,8,8,1,25
0,16,0,2,0,4,6,4,1,48
0,14,0,3,0,3,3,6,3,50
0,17,0,1,1,6,8,15,0,30
0,24,0,4,0,0,8,7,0,28
0,22,0,1,0,43,4,4,4,28
0,15,0,0,1,7,0,11,3,33
0,20,0,1,0,15,8,9,1,28
1,18,1,1,0,10,15,7,0,27
0,30,0,2,0,10,10,12,0,43
1,19,0,1,0,2,6,5,4,40
0,38,0,1,0,21,5,4,1,41
0,14,0,1,0,2,2,6,0,31
0,32,0,1,0,5,5,7,1,41
0,15,0,4,0,7,1,5,0,41
0,15,0,1,1,5,5,12,1,31
1,13,0,3,0,7,9,16,1,22
1,23,1,2,0,17,6,20,3,40
0,17,0,7,1,10,4,13,0,48
0,19,1,1,0,16,3,7,0,35
1,24,0,1,1,7,5,10,1,32
1,57,0,2,0,7,8,10,0,36
1,64,0,1,1,8,6,9,1,50
1,69,0,0,0,7,5,8,1,53
0,62,0,4,0,7,2,11,0,46
2,37,0,2,1,11,3,4,2,53
1,41,1,3,0,0,1,9,1,38
0,36,1,3,1,5,6,5,1,40
1,29,1,8,1,6,5,10,0,43
0,28,0,1,0,2,5,13,0,53
0,21,1,2,0,6,2,12,2,70
1,28,0,2,0,7,5,17,2,78
0,38,0,1,0,11,7,18,1,48
1,27,0,0,0,24,7,24,3,55
0,38,1,4,0,45,7,18,0,65
0,32,0,3,0,59,8,13,3,58
0,31,0,4,0,16,3,12,2,83
3,20,0,3,0,18,7,16,10,60
2,36,0,3,1,13,5,16,0,60
3,32,1,3,2,11,5,15,1,76
2,20,1,10,2,5,2,14,2,69
1,44,0,3,0,14,8,16,2,45
0,31,0,12,1,8,6,24,0,55
0,29,0,10,0,8,3,20,2,45
2,21,1,2,0,8,8,13,1,48
0,39,0,3,0,23,6,17,1,56
1,42,1,3,1,10,10,14,1,40
5,44,0,7,1,10,3,16,2,52
2,32,0,6,0,12,4,16,4,47
1,33,0,5,1,11,9,12,2,45
4,33,0,6,0,14,6,22,4,39
9,34,4,5,0,16,5,16,3,36
4,31,2,8,0,9,5,14,0,66
13,29,0,6,0,8,2,20,1,68
8,33,0,4,0,14,4,26,0,63
7,26,0,4,0,15,3,29,0,71
15,24,0,0,0,10,5,59,1,72
14,32,3,1,0,13,7,21,7,83
5,68,1,5,0,17,5,18,1,92
14,58,4,5,0,10,4,14,2,57
16,46,3,4,0,15,5,16,2,53
13,57,1,10,1,11,6,29,0,54
8,34,2,3,0,12,5,25,2,33
24,33,1,3,1,21,2,29,2,52
10,41,3,6,0,10,10,17,0,33
18,31,2,3,1,39,6,34,1,34
10,57,1,8,1,26,15,20,0,29
20,52,1,1,0,19,14,27,0,43
10,23,1,2,0,14,11,14,3,36
20,43,1,10,0,15,4,16,11,41
22,74,0,5,0,15,2,12,3,47
20,33,0,3,0,17,4,18,1,69
8,51,0,5,1,12,6,22,1,42
20,47,0,6,1,13,3,11,1,40
15,37,0,2,0,16,3,14,0,33
15,28,0,5,0,11,6,27,0,41
12,36,0,6,1,15,17,13,3,48
13,41,1,3,0,45,26,15,2,41
12,40,0,8,0,16,20,12,4,38
16,20,2,4,0,14,10,13,0,45
14,51,0,4,0,17,8,12,4,42
18,39,4,8,0,30,13,11,5,43
19,40,2,4,0,21,7,14,3,34
16,52,3,10,1,11,16,12,2,33
14,32,0,9,1,7,41,15,2,39
13,40,0,7,0,11,35,13,1,41
10,48,0,4,0,15,18,8,3,42
19,37,0,8,0,16,17,6,1,52
10,43,0,9,0,15,16,7,4,136
12,40,0,3,0,10,24,5,11,99
9,40,0,3,0,17,13,12,4,142
10,22,0,0,0,11,10,16,3,63
27,33,0,0,0,6,8,9,12,67
23,28,1,4,0,14,15,20,1,68
16,24,0,2,0,15,28,20,1,68
21,29,0,2,0,9,20,25,3,52
11,28,0,3,0,11,14,25,2,59
14,22,0,2,1,7,15,9,5,43
18,30,0,2,1,59,5,21,0,44
12,21,0,0,0,12,11,15,3,49
18,21,0,1,0,8,14,13,1,43
20,47,1,2,0,11,6,13,4,51
13,55,2,0,0,12,11,19,5,64
12,53,2,0,0,18,12,13,3,58
12,86,1,4,0,10,15,21,3,50
16,101,1,3,0,12,24,34,2,58
17,56,0,2,0,29,14,23,2,48
7,51,0,1,1,10,10,16,2,51
17,59,0,3,1,12,12,19,2,39
8,34,0,1,0,15,16,7,0,33
10,40,0,4,1,11,10,11,3,49
11,43,0,2,1,12,6,16,2,55
14,52,0,3,0,19,10,20,1,38
10,45,2,1,1,11,4,23,2,71
11,70,0,2,0,16,11,24,1,86
7,29,0,1,0,12,5,11,1,61
4,23,0,2,0,8,13,14,4,76
3,29,0,3,0,15,8,16,4,77
5,41,1,1,0,11,8,32,6,67
7,66,0,4,1,18,11,24,3,75
4,17,0,0,0,5,8,27,2,48
14,43,0,4,0,13,3,16,2,64
6,34,0,4,1,14,7,10,1,43
5,37,0,1,0,8,5,15,1,58
2,29,0,5,0,8,6,6,3,69
8,37,1,4,0,13,16,6,1,59
5,37,0,0,1,8,16,9,2,53
5,26,0,4,0,42,3,17,2,55
8,26,0,2,0,5,8,13,2,52
10,24,0,2,0,15,11,12,2,59
